CNTY,FIPS,MortalityRate2014
"Bryan County, Oklahoma",40013,77.15
"Caddo County, Oklahoma",40015,88.09
"Canadian County, Oklahoma",40017,70.26
"Carter County, Oklahoma",40019,93.62
"Cherokee County, Oklahoma",40021,79.34
"Choctaw County, Oklahoma",40023,91.45
"Cimarron County, Oklahoma",40025,70.47
"Cleveland County, Oklahoma",40027,68.44
"Coal County, Oklahoma",40029,55.75
"Comanche County, Oklahoma",40031,84.83
"Cotton County, Oklahoma",40033,77.98
"Craig County, Oklahoma",40035,74.57
"Creek County, Oklahoma",40037,84.44
"Custer County, Oklahoma",40039,77.46
"Delaware County, Oklahoma",40041,72.23
"Dewey County, Oklahoma",40043,93.03
"Ellis County, Oklahoma",40045,66.84
"Garfield County, Oklahoma",40047,78.51
"Garvin County, Oklahoma",40049,85.98
"Grady County, Oklahoma",40051,81.78
"Grant County, Oklahoma",40053,69.29
"Greer County, Oklahoma",40055,84.5
"Harmon County, Oklahoma",40057,70.92
"Harper County, Oklahoma",40059,64.01
"Haskell County, Oklahoma",40061,73.15
"Hughes County, Oklahoma",40063,78.44
"Jackson County, Oklahoma",40065,84.84
"Jefferson County, Oklahoma",40067,92.2
"Johnston County, Oklahoma",40069,98.38
"Kay County, Oklahoma",40071,78.82
"Kingfisher County, Oklahoma",40073,72.29
"Kiowa County, Oklahoma",40075,98.19
"Latimer County, Oklahoma",40077,74.81
"Le Flore County, Oklahoma",40079,85.98
"Lincoln County, Oklahoma",40081,83.5
"Logan County, Oklahoma",40083,62.8
"Love County, Oklahoma",40085,72.92
"Major County, Oklahoma",40087,56.29
"Marshall County, Oklahoma",40089,76.54
"Mayes County, Oklahoma",40091,77.73
"McClain County, Oklahoma",40093,87.68
"McCurtain County, Oklahoma",40095,95.43
"McIntosh County, Oklahoma",40097,98.81
"Murray County, Oklahoma",40099,101.35
"Muskogee County, Oklahoma",40101,114.92
"Noble County, Oklahoma",40103,69.5
"Nowata County, Oklahoma",40105,66.64
"Okfuskee County, Oklahoma",40107,80.59
"Oklahoma County, Oklahoma",40109,77.84
"Okmulgee County, Oklahoma",40111,73.02
"Osage County, Oklahoma",40113,61.7
"Ottawa County, Oklahoma",40115,91.66
"Pawnee County, Oklahoma",40117,76.31
"Payne County, Oklahoma",40119,71.69
"Pittsburg County, Oklahoma",40121,85.51
"Pontotoc County, Oklahoma",40123,84.91
"Pottawatomie County, Oklahoma",40125,100.75
"Pushmataha County, Oklahoma",40127,71.23
"Roger Mills County, Oklahoma",40129,68.18
"Rogers County, Oklahoma",40131,73.11
"Seminole County, Oklahoma",40133,90.92
"Sequoyah County, Oklahoma",40135,76.11
"Stephens County, Oklahoma",40137,80.31
"Texas County, Oklahoma",40139,67.77
"Tillman County, Oklahoma",40141,85.26
"Tulsa County, Oklahoma",40143,68.44
"Wagoner County, Oklahoma",40145,73.76
"Washington County, Oklahoma",40147,63.89
"Washita County, Oklahoma",40149,73.02
"Woods County, Oklahoma",40151,69.55
"Woodward County, Oklahoma",40153,78.71
Oregon,41000,55.33
"Baker County, Oregon",41001,70.47
"Benton County, Oregon",41003,39.59
"Clackamas County, Oregon",41005,47.28
"Clatsop County, Oregon",41007,51.91
"Columbia County, Oregon",41009,64.92
"Coos County, Oregon",41011,69.97
"Crook County, Oregon",41013,70.63
"Curry County, Oregon",41015,60.59
"Deschutes County, Oregon",41017,52.74
"Douglas County, Oregon",41019,68.54
"Gilliam County, Oregon",41021,49.85
"Grant County, Oregon",41023,62.99
"Harney County, Oregon",41025,76.08
"Hood River County, Oregon",41027,46.82
"Jackson County, Oregon",41029,59.77
"Jefferson County, Oregon",41031,68.85
"Josephine County, Oregon",41033,65.69
"Klamath County, Oregon",41035,77.48
"Lake County, Oregon",41037,64.32
"Lane County, Oregon",41039,60.04
"Lincoln County, Oregon",41041,66.09
"Linn County, Oregon",41043,61.38
"Malheur County, Oregon",41045,66.28
"Marion County, Oregon",41047,54.72
"Morrow County, Oregon",41049,59.15
"Multnomah County, Oregon",41051,53.96
"Polk County, Oregon",41053,44.53
"Sherman County, Oregon",41055,50.61
"Tillamook County, Oregon",41057,65.14
"Umatilla County, Oregon",41059,63.66
"Union County, Oregon",41061,66.7
"Wallowa County, Oregon",41063,43.35
"Wasco County, Oregon",41065,71.31
"Washington County, Oregon",41067,38.17
"Wheeler County, Oregon",41069,61.17
"Yamhill County, Oregon",41071,50.7
Pennsylvania,42000,49.98
"Adams County, Pennsylvania",42001,46.6
"Allegheny County, Pennsylvania",42003,48.8
"Armstrong County, Pennsylvania",42005,56.66
"Beaver County, Pennsylvania",42007,53.17
"Bedford County, Pennsylvania",42009,43.92
"Berks County, Pennsylvania",42011,47.62
"Blair County, Pennsylvania",42013,55.77
"Bradford County, Pennsylvania",42015,62.93
"Bucks County, Pennsylvania",42017,48.71
"Butler County, Pennsylvania",42019,56.74
"Cambria County, Pennsylvania",42021,51.37
"Cameron County, Pennsylvania",42023,53.48
"Carbon County, Pennsylvania",42025,51.24
"Centre County, Pennsylvania",42027,42.75
"Chester County, Pennsylvania",42029,40.47
"Clarion County, Pennsylvania",42031,62.6
"Clearfield County, Pennsylvania",42033,62.15
"Clinton County, Pennsylvania",42035,54.68
"Columbia County, Pennsylvania",42037,47.35
"Crawford County, Pennsylvania",42039,62.85
"Cumberland County, Pennsylvania",42041,48.07
"Dauphin County, Pennsylvania",42043,43.48
"Delaware County, Pennsylvania",42045,53.66
"Elk County, Pennsylvania",42047,53.11
"Erie County, Pennsylvania",42049,59.41
"Fayette County, Pennsylvania",42051,61.83
"Forest County, Pennsylvania",42053,69.19
"Franklin County, Pennsylvania",42055,50.7
"Fulton County, Pennsylvania",42057,41.94
"Greene County, Pennsylvania",42059,79.49
"Huntingdon County, Pennsylvania",42061,49.91
"Indiana County, Pennsylvania",42063,43.38
"Jefferson County, Pennsylvania",42065,60.81
"Juniata County, Pennsylvania",42067,46.86
"Lackawanna County, Pennsylvania",42069,56.55
"Lancaster County, Pennsylvania",42071,43.34
"Lawrence County, Pennsylvania",42073,54.85
"Lebanon County, Pennsylvania",42075,49.7
"Lehigh County, Pennsylvania",42077,42.23
"Luzerne County, Pennsylvania",42079,50.95
"Lycoming County, Pennsylvania",42081,57.85
"McKean County, Pennsylvania",42083,67.94
"Mercer County, Pennsylvania",42085,56.48
"Mifflin County, Pennsylvania",42087,60.21
"Monroe County, Pennsylvania",42089,52.05
"Montgomery County, Pennsylvania",42091,43.32
"Montour County, Pennsylvania",42093,51
"Northampton County, Pennsylvania",42095,40
"Northumberland County, Pennsylvania",42097,54.48
"Perry County, Pennsylvania",42099,54.2
"Philadelphia County, Pennsylvania",42101,50.06
"Pike County, Pennsylvania",42103,38.99
"Potter County, Pennsylvania",42105,58.79
"Schuylkill County, Pennsylvania",42107,58.9
"Snyder County, Pennsylvania",42109,47.1
"Somerset County, Pennsylvania",42111,54.15
"Sullivan County, Pennsylvania",42113,58
"Susquehanna County, Pennsylvania",42115,59.46
"Tioga County, Pennsylvania",42117,58.15
"Union County, Pennsylvania",42119,38.85
"Venango County, Pennsylvania",42121,64.73
"Warren County, Pennsylvania",42123,60.28
"Washington County, Pennsylvania",42125,58.06
"Wayne County, Pennsylvania",42127,49.29
"Westmoreland County, Pennsylvania",42129,49.98
"Wyoming County, Pennsylvania",42131,51.15
"York County, Pennsylvania",42133,46.12
Rhode Island,44000,47.24
"Bristol County, Rhode Island",44001,39.77
"Kent County, Rhode Island",44003,54.64
"Newport County, Rhode Island",44005,39.29
"Providence County, Rhode Island",44007,46.87
"Washington County, Rhode Island",44009,47.98
South Carolina,45000,63.56
"Abbeville County, South Carolina",45001,59.27
"Aiken County, South Carolina",45003,62.32
"Allendale County, South Carolina",45005,55.4
"Anderson County, South Carolina",45007,75.86
"Bamberg County, South Carolina",45009,54
"Barnwell County, South Carolina",45011,74.23
"Beaufort County, South Carolina",45013,35.34
"Berkeley County, South Carolina",45015,71.24
"Calhoun County, South Carolina",45017,48.63
"Charleston County, South Carolina",45019,52.14
"Cherokee County, South Carolina",45021,84.67
"Chester County, South Carolina",45023,77.94
"Chesterfield County, South Carolina",45025,74.72
"Clarendon County, South Carolina",45027,52.77
"Colleton County, South Carolina",45029,77.9
"Darlington County, South Carolina",45031,89.01
"Dillon County, South Carolina",45033,78.4
"Dorchester County, South Carolina",45035,61.96
"Edgefield County, South Carolina",45037,54.45
"Fairfield County, South Carolina",45039,61.02
"Florence County, South Carolina",45041,76.61
"Georgetown County, South Carolina",45043,53.94
"Greenville County, South Carolina",45045,59.1
"Greenwood County, South Carolina",45047,57.94
"Hampton County, South Carolina",45049,59.42
"Horry County, South Carolina",45051,66.11
"Jasper County, South Carolina",45053,49.04
"Kershaw County, South Carolina",45055,66.07
"Lancaster County, South Carolina",45057,66.35
"Laurens County, South Carolina",45059,84.56
"Lee County, South Carolina",45061,69.64
"Lexington County, South Carolina",45063,60.25
"Marion County, South Carolina",45065,71.42
"Marlboro County, South Carolina",45067,92.22
"McCormick County, South Carolina",45069,44.89
"Newberry County, South Carolina",45071,59.94
"Oconee County, South Carolina",45073,66.85
"Orangeburg County, South Carolina",45075,60.55
"Pickens County, South Carolina",45077,74.85
"Richland County, South Carolina",45079,46.98
"Saluda County, South Carolina",45081,53.1
"Spartanburg County, South Carolina",45083,82.24
"Sumter County, South Carolina",45085,68.61
"Union County, South Carolina",45087,90.98
"Williamsburg County, South Carolina",45089,54
"York County, South Carolina",45091,69.74
South Dakota,46000,54.44
"Aurora County, South Dakota",46003,45.28
"Beadle County, South Dakota",46005,50.02
"Bennett County, South Dakota",46007,69.46
"Bon Homme County, South Dakota",46009,40.87
"Brookings County, South Dakota",46011,44.81
"Brown County, South Dakota",46013,52.39
"Brule County, South Dakota",46015,52.18
"Buffalo County, South Dakota",46017,100.1
"Butte County, South Dakota",46019,68.26
"Campbell County, South Dakota",46021,30.42
"Charles Mix County, South Dakota",46023,50.62
"Clark County, South Dakota",46025,48.53
"Clay County, South Dakota",46027,53.44
"Codington County, South Dakota",46029,53.5
"Corson County, South Dakota",46031,54.46
"Custer County, South Dakota",46033,53.85
"Davison County, South Dakota",46035,48.17
"Day County, South Dakota",46037,50.6
"Deuel County, South Dakota",46039,44.76
"Dewey County, South Dakota",46041,73.61
"Douglas County, South Dakota",46043,49.84
"Edmunds County, South Dakota",46045,41.03
"Fall River County, South Dakota",46047,89.84
"Faulk County, South Dakota",46049,47.21
"Grant County, South Dakota",46051,56.88
"Gregory County, South Dakota",46053,52.14
"Haakon County, South Dakota",46055,60.31
"Hamlin County, South Dakota",46057,58.23
"Hand County, South Dakota",46059,48.78
"Hanson County, South Dakota",46061,33.34
"Harding County, South Dakota",46063,53.17
"Hughes County, South Dakota",46065,57.54
"Hutchinson County, South Dakota",46067,35.75
"Hyde County, South Dakota",46069,48.1
"Jackson County, South Dakota",46071,72.8
"Jerauld County, South Dakota",46073,43.26
"Jones County, South Dakota",46075,57.7
"Kingsbury County, South Dakota",46077,48.58
"Lake County, South Dakota",46079,54.96
"Lawrence County, South Dakota",46081,62.56
"Lincoln County, South Dakota",46083,40.24
"Lyman County, South Dakota",46085,59.09
"Marshall County, South Dakota",46087,60.42
"McCook County, South Dakota",46089,54.12
"McPherson County, South Dakota",46091,33.72
"Meade County, South Dakota",46093,70.49
"Mellette County, South Dakota",46095,75.13
"Miner County, South Dakota",46097,46.14
"Minnehaha County, South Dakota",46099,61.92
"Moody County, South Dakota",46101,42.02
"Oglala Lakota County, South Dakota",46102,100.02
"Pennington County, South Dakota",46103,49.88
"Perkins County, South Dakota",46105,56.87
"Potter County, South Dakota",46107,59.03
"Roberts County, South Dakota",46109,47.14
"Sanborn County, South Dakota",46111,49.76
"Spink County, South Dakota",46115,61.17
"Stanley County, South Dakota",46117,71.05
"Sully County, South Dakota",46119,38.68
"Todd County, South Dakota",46121,95.65
"Tripp County, South Dakota",46123,45.5
"Turner County, South Dakota",46125,48.31
"Union County, South Dakota",46127,51.91
"Walworth County, South Dakota",46129,49.88
"Yankton County, South Dakota",46135,47.71
"Ziebach County, South Dakota",46137,57.58
Tennessee,47000,66.39
"Anderson County, Tennessee",47001,70.75
"Bedford County, Tennessee",47003,74.09
"Benton County, Tennessee",47005,70.81
"Bledsoe County, Tennessee",47007,80.79
"Blount County, Tennessee",47009,65.69
"Bradley County, Tennessee",47011,66.91
"Campbell County, Tennessee",47013,95.08
"Cannon County, Tennessee",47015,66.13
"Carroll County, Tennessee",47017,61.91
"Carter County, Tennessee",47019,73.59
"Cheatham County, Tennessee",47021,79.66
"Chester County, Tennessee",47023,56.9
"Claiborne County, Tennessee",47025,86.99
"Clay County, Tennessee",47027,82.7
"Cocke County, Tennessee",47029,74.82
"Coffee County, Tennessee",47031,81.16
"Crockett County, Tennessee",47033,56.41
"Cumberland County, Tennessee",47035,54.84
"Davidson County, Tennessee",47037,57.04
"DeKalb County, Tennessee",47039,80.03
"Decatur County, Tennessee",47041,59.66
"Dickson County, Tennessee",47043,67.25
"Dyer County, Tennessee",47045,78.75
"Fayette County, Tennessee",47047,49.65
"Fentress County, Tennessee",47049,111.34
"Franklin County, Tennessee",47051,65.66
"Gibson County, Tennessee",47053,66.43
"Giles County, Tennessee",47055,69.89
"Grainger County, Tennessee",47057,86.92
"Greene County, Tennessee",47059,77.4
"Grundy County, Tennessee",47061,107.29
"Hamblen County, Tennessee",47063,88.48
"Hamilton County, Tennessee",47065,64.59
"Hancock County, Tennessee",47067,91.68
"Hardeman County, Tennessee",47069,63.69
"Hardin County, Tennessee",47071,62.84
"Hawkins County, Tennessee",47073,74.83
"Haywood County, Tennessee",47075,57.38
"Henderson County, Tennessee",47077,57.45
"Henry County, Tennessee",47079,68.59
"Hickman County, Tennessee",47081,79.97
"Houston County, Tennessee",47083,92.36
"Humphreys County, Tennessee",47085,81.61
"Jackson County, Tennessee",47087,100.53
"Jefferson County, Tennessee",47089,69.01
"Johnson County, Tennessee",47091,76.82
"Knox County, Tennessee",47093,70.79
"Lake County, Tennessee",47095,109.29
"Lauderdale County, Tennessee",47097,75.37
"Lawrence County, Tennessee",47099,70.6
"Lewis County, Tennessee",47101,69.48
"Lincoln County, Tennessee",47103,52.5
"Loudon County, Tennessee",47105,53.03
"Macon County, Tennessee",47107,98.44
"Madison County, Tennessee",47109,52.49
"Marion County, Tennessee",47111,83.79
"Marshall County, Tennessee",47113,72.85
"Maury County, Tennessee",47115,70.91
"McMinn County, Tennessee",47117,69.84
"McNairy County, Tennessee",47119,76.56
"Meigs County, Tennessee",47121,89.03
"Monroe County, Tennessee",47123,69.91
"Montgomery County, Tennessee",47125,80.68
"Moore County, Tennessee",47127,57.14
"Morgan County, Tennessee",47129,98.58
"Obion County, Tennessee",47131,76.87
"Overton County, Tennessee",47133,85.72
"Perry County, Tennessee",47135,70.19
"Pickett County, Tennessee",47137,85.92
"Polk County, Tennessee",47139,82.36
"Putnam County, Tennessee",47141,77.03
"Rhea County, Tennessee",47143,85.41
"Roane County, Tennessee",47145,76.08
"Robertson County, Tennessee",47147,70.88
"Rutherford County, Tennessee",47149,63.34
"Scott County, Tennessee",47151,115.97
"Sequatchie County, Tennessee",47153,82.43
"Sevier County, Tennessee",47155,59.92
"Shelby County, Tennessee",47157,50.15
"Smith County, Tennessee",47159,85.41
"Stewart County, Tennessee",47161,94.11
"Sullivan County, Tennessee",47163,70.88
"Sumner County, Tennessee",47165,60.43
"Tipton County, Tennessee",47167,75.97
"Trousdale County, Tennessee",47169,114.88
"Unicoi County, Tennessee",47171,69.52
"Union County, Tennessee",47173,88.48
"Van Buren County, Tennessee",47175,69.07
"Warren County, Tennessee",47177,72.68
"Washington County, Tennessee",47179,62.91
"Wayne County, Tennessee",47181,70.3
"Weakley County, Tennessee",47183,67.28
"White County, Tennessee",47185,87.83
"Williamson County, Tennessee",47187,47.37
"Wilson County, Tennessee",47189,60.66
Texas,48000,52.93
"Anderson County, Texas",48001,79.53
"Andrews County, Texas",48003,99.38
"Angelina County, Texas",48005,62.14
"Aransas County, Texas",48007,62.79
"Archer County, Texas",48009,52.13
"Armstrong County, Texas",48011,70.2
"Atascosa County, Texas",48013,49.8
"Austin County, Texas",48015,50.3
"Bailey County, Texas",48017,56.82
"Bandera County, Texas",48019,52.65
"Bastrop County, Texas",48021,66.67
"Baylor County, Texas",48023,79.08
"Bee County, Texas",48025,57.55
"Bell County, Texas",48027,54.92
"Bexar County, Texas",48029,44.73
"Blanco County, Texas",48031,46.98
"Borden County, Texas",48033,55.93
"Bosque County, Texas",48035,68.91
"Bowie County, Texas",48037,67.48
"Brazoria County, Texas",48039,60.58
"Brazos County, Texas",48041,50.62
"Brewster County, Texas",48043,53.53
"Briscoe County, Texas",48045,87.68
"Brooks County, Texas",48047,33.46
"Brown County, Texas",48049,88.88
"Burleson County, Texas",48051,52.12
"Burnet County, Texas",48053,58.82
"Caldwell County, Texas",48055,50.81
"Calhoun County, Texas",48057,58.56
"Callahan County, Texas",48059,74.44
"Cameron County, Texas",48061,31.22
"Camp County, Texas",48063,78.91
"Carson County, Texas",48065,84.57
"Cass County, Texas",48067,60.98
"Castro County, Texas",48069,62.96
"Chambers County, Texas",48071,71.56
"Cherokee County, Texas",48073,64.62
"Childress County, Texas",48075,86.41
"Clay County, Texas",48077,62.33
"Cochran County, Texas",48079,77.98
"Coke County, Texas",48081,81.07
"Coleman County, Texas",48083,71.65
"Collin County, Texas",48085,40.89
"Collingsworth County, Texas",48087,78.11
"Colorado County, Texas",48089,46.55
"Comal County, Texas",48091,46.88
"Comanche County, Texas",48093,60.35
"Concho County, Texas",48095,60.86
"Cooke County, Texas",48097,52.5
"Coryell County, Texas",48099,73.91
"Cottle County, Texas",48101,59.45
"Crane County, Texas",48103,89.65
"Crockett County, Texas",48105,64.68
"Crosby County, Texas",48107,67.03
"Culberson County, Texas",48109,53.28
"Dallam County, Texas",48111,97.29
"Dallas County, Texas",48113,47.9
"Dawson County, Texas",48115,61.64
"DeWitt County, Texas",48117,42.22
"Deaf Smith County, Texas",48119,64.18
"Delta County, Texas",48121,66.32
"Denton County, Texas",48123,61.6
"Dickens County, Texas",48125,72.94
"Dimmit County, Texas",48127,34.83
"Donley County, Texas",48129,91.21
"Duval County, Texas",48131,41.64
"Eastland County, Texas",48133,90.07
"Ector County, Texas",48135,105.83
"Edwards County, Texas",48137,41.51
"El Paso County, Texas",48139,40.36
"Ellis County, Texas",48141,62
"Erath County, Texas",48143,62.21
"Falls County, Texas",48145,54.74
"Fannin County, Texas",48147,76.17
"Fayette County, Texas",48149,37.92
"Fisher County, Texas",48151,61.67
"Floyd County, Texas",48153,68.01
"Foard County, Texas",48155,55.6
"Fort Bend County, Texas",48157,31.98
"Franklin County, Texas",48159,57.11
"Freestone County, Texas",48161,72.94
"Frio County, Texas",48163,38.21
"Gaines County, Texas",48165,59.76
"Galveston County, Texas",48167,54.54
"Garza County, Texas",48169,85.6
"Gillespie County, Texas",48171,38.31
"Glasscock County, Texas",48173,51.47
"Goliad County, Texas",48175,41.39
"Gonzales County, Texas",48177,51.37
"Gray County, Texas",48179,109.36
"Grayson County, Texas",48181,80.72
"Gregg County, Texas",48183,75.78
"Grimes County, Texas",48185,61.9
"Guadalupe County, Texas",48187,43.37
"Hale County, Texas",48189,71.03
"Hall County, Texas",48191,86.98
"Hamilton County, Texas",48193,66.31
"Hansford County, Texas",48195,78.69
"Hardeman County, Texas",48197,63.09
"Hardin County, Texas",48199,93.62
"Harris County, Texas",48201,39.89
"Harrison County, Texas",48203,74.35
"Hartley County, Texas",48205,61.3
"Haskell County, Texas",48207,59.28
"Hays County, Texas",48209,43.77
"Hemphill County, Texas",48211,78.77
"Henderson County, Texas",48213,76.58
"Hidalgo County, Texas",48215,29.31
"Hill County, Texas",48217,72.82
"Hockley County, Texas",48219,73.77
"Hood County, Texas",48221,70.98
"Hopkins County, Texas",48223,64.52
"Houston County, Texas",48225,67.39
"Howard County, Texas",48227,104.2
"Hudspeth County, Texas",48229,33.01
"Hunt County, Texas",48231,68.15
"Hutchinson County, Texas",48233,108.43
"Irion County, Texas",48235,59.64
"Jack County, Texas",48237,72.69
"Jackson County, Texas",48239,51.55
"Jasper County, Texas",48241,82.94
"Jeff Davis County, Texas",48243,37.57
"Jefferson County, Texas",48245,67.43
"Jim Hogg County, Texas",48247,38.31
"Jim Wells County, Texas",48249,47.33
"Johnson County, Texas",48251,76.3
"Jones County, Texas",48253,68.96
"Karnes County, Texas",48255,53.05
"Kaufman County, Texas",48257,77.78
"Kendall County, Texas",48259,46.39
"Kenedy County, Texas",48261,31.08
"Kent County, Texas",48263,65.83
"Kerr County, Texas",48265,52.54
"Kimble County, Texas",48267,66.18
"King County, Texas",48269,53
"Kinney County, Texas",48271,37.55
"Kleberg County, Texas",48273,43
"Knox County, Texas",48275,58.92
"La Salle County, Texas",48277,29.55
"Lamar County, Texas",48279,82.34
"Lamb County, Texas",48281,65.94
"Lampasas County, Texas",48283,67.98
"Lavaca County, Texas",48285,39.07
"Lee County, Texas",48287,40.41
"Leon County, Texas",48289,73.79
"Liberty County, Texas",48291,91.64
"Limestone County, Texas",48293,87.06
"Lipscomb County, Texas",48295,65.06
"Live Oak County, Texas",48297,41.94
"Llano County, Texas",48299,55.19
"Loving County, Texas",48301,92.21
"Lubbock County, Texas",48303,77.22
"Lynn County, Texas",48305,67.72
"Madison County, Texas",48307,68.66
"Marion County, Texas",48309,97.44
"Martin County, Texas",48311,70.64
"Mason County, Texas",48313,53
"Matagorda County, Texas",48315,57.68
"Maverick County, Texas",48317,36.08
"McCulloch County, Texas",48319,81.68
"McLennan County, Texas",48321,57.33
"McMullen County, Texas",48323,30.99
"Medina County, Texas",48325,48.6
"Menard County, Texas",48327,55.06
"Midland County, Texas",48329,62.43
"Milam County, Texas",48331,59.38
"Mills County, Texas",48333,54.97
"Mitchell County, Texas",48335,93.28
"Montague County, Texas",48337,69.55
"Montgomery County, Texas",48339,61.49
"Moore County, Texas",48341,75.17
"Morris County, Texas",48343,68.77
"Motley County, Texas",48345,71.38
"Nacogdoches County, Texas",48347,73.46
"Navarro County, Texas",48349,66.62
"Newton County, Texas",48351,76.87
"Nolan County, Texas",48353,79.18
"Nueces County, Texas",48355,48.61
"Ochiltree County, Texas",48357,83.33
"Oldham County, Texas",48359,100.62
"Orange County, Texas",48361,104.31
"Palo Pinto County, Texas",48363,85.59
"Panola County, Texas",48365,80.36
"Parker County, Texas",48367,72.69
"Parmer County, Texas",48369,61.38
"Pecos County, Texas",48371,61.1
"Polk County, Texas",48373,73.81
"Potter County, Texas",48375,113.39
"Presidio County, Texas",48377,26.91
"Rains County, Texas",48379,62.74
"Randall County, Texas",48381,84.39
"Reagan County, Texas",48383,74.52
"Real County, Texas",48385,53.37
"Red River County, Texas",48387,65.58
"Reeves County, Texas",48389,50.82
"Refugio County, Texas",48391,57.53
"Roberts County, Texas",48393,87.89
"Robertson County, Texas",48395,64.77
"Rockwall County, Texas",48397,54.63
"Runnels County, Texas",48399,66.56
"Rusk County, Texas",48401,64.23
"Sabine County, Texas",48403,69.74
"San Augustine County, Texas",48405,72.97
"San Jacinto County, Texas",48407,73.13
"San Patricio County, Texas",48409,62
"San Saba County, Texas",48411,57.1
"Schleicher County, Texas",48413,59.04
"Scurry County, Texas",48415,71.79
"Shackelford County, Texas",48417,60
"Shelby County, Texas",48419,71.38
"Sherman County, Texas",48421,69.07
"Smith County, Texas",48423,58.76
"Somervell County, Texas",48425,71.11
"Starr County, Texas",48427,34.16
"Stephens County, Texas",48429,66.5
"Sterling County, Texas",48431,63.71
"Stonewall County, Texas",48433,67.06
"Sutton County, Texas",48435,58.74
"Swisher County, Texas",48437,73.16
"Tarrant County, Texas",48439,57.12
"Taylor County, Texas",48441,63.49
"Terrell County, Texas",48443,65.9
"Terry County, Texas",48445,63.56
"Throckmorton County, Texas",48447,56.28
"Titus County, Texas",48449,68.96
"Tom Green County, Texas",48451,71.36
"Travis County, Texas",48453,38.89
"Trinity County, Texas",48455,84.89
"Tyler County, Texas",48457,76.72
"Upshur County, Texas",48459,75.76
"Upton County, Texas",48461,74.68
"Uvalde County, Texas",48463,44.65
"Val Verde County, Texas",48465,36.18
"Van Zandt County, Texas",48467,77.19
"Victoria County, Texas",48469,48.36
"Walker County, Texas",48471,62.29
"Waller County, Texas",48473,47.64
"Ward County, Texas",48475,85.54
"Washington County, Texas",48477,38.94
"Webb County, Texas",48479,30.32
"Wharton County, Texas",48481,46.06
"Wheeler County, Texas",48483,98.61
"Wichita County, Texas",48485,83.59
"Wilbarger County, Texas",48487,70.66
"Willacy County, Texas",48489,32.57
"Williamson County, Texas",48491,43.73
"Wilson County, Texas",48493,50.2
"Winkler County, Texas",48495,107.07
"Wise County, Texas",48497,71.06
"Wood County, Texas",48499,68.22
"Yoakum County, Texas",48501,73.51
"Young County, Texas",48503,90.64
"Zapata County, Texas",48505,36.33
"Zavala County, Texas",48507,31.56
Utah,49000,45.87
"Beaver County, Utah",49001,64.78
"Box Elder County, Utah",49003,43.35
"Cache County, Utah",49005,30.45
"Carbon County, Utah",49007,72
"Daggett County, Utah",49009,43.77
"Davis County, Utah",49011,40.05
"Duchesne County, Utah",49013,68.28
"Emery County, Utah",49015,73.89
"Garfield County, Utah",49017,51.68
"Grand County, Utah",49019,67.94
"Iron County, Utah",49021,44.66
"Juab County, Utah",49023,60.96
"Kane County, Utah",49025,48.01
"Millard County, Utah",49027,50.38
"Morgan County, Utah",49029,34.47
"Piute County, Utah",49031,58.35
"Rich County, Utah",49033,39.53
"Salt Lake County, Utah",49035,49.88
"San Juan County, Utah",49037,42.23
"Sanpete County, Utah",49039,46.52
"Sevier County, Utah",49041,53.14
"Summit County, Utah",49043,34.08
"Tooele County, Utah",49045,64.15
"Uintah County, Utah",49047,60.02
"Utah County, Utah",49049,34.43
"Wasatch County, Utah",49051,45.71
"Washington County, Utah",49053,35.68
"Wayne County, Utah",49055,44.07
"Weber County, Utah",49057,58.28
Vermont,50000,56.05
"Addison County, Vermont",50001,51.1
"Bennington County, Vermont",50003,72.96
"Caledonia County, Vermont",50005,57.35
"Chittenden County, Vermont",50007,45.46
"Essex County, Vermont",50009,68.37
"Franklin County, Vermont",50011,59.4
"Grand Isle County, Vermont",50013,57.49
"Lamoille County, Vermont",50015,58.44
"Orange County, Vermont",50017,53.63
"Orleans County, Vermont",50019,68.94
"Rutland County, Vermont",50021,65.74
"Washington County, Vermont",50023,52.6
"Windham County, Vermont",50025,56.9
"Windsor County, Vermont",50027,50.1
Virginia,51000,50.33
"Accomack County, Virginia",51001,60.31
"Albemarle County, Virginia",51003,43.31
"Alexandria City, Virginia",51005,30.86
"Alleghany County, Virginia",51007,68.08
"Amelia County, Virginia",51009,53.66
"Amherst County, Virginia",51011,55.9
"Appomattox County, Virginia",51013,52.2
"Arlington County, Virginia",51015,29.82
"Augusta County, Virginia",51017,56.6
"Bath County, Virginia",51019,58.5
"Bedford County, Virginia",51021,45.93
"Bland County, Virginia",51023,74.61
"Botetourt County, Virginia",51025,46.73
"Bristol City, Virginia",51027,84.84
"Brunswick County, Virginia",51029,46.25
"Buchanan County, Virginia",51031,147.8
"Buckingham County, Virginia",51033,48.29
"Buena Vista City, Virginia",51035,51.47
"Campbell County, Virginia",51036,48.41
"Caroline County, Virginia",51037,54.79
"Carroll County, Virginia",51041,68.66
"Charles City County, Virginia",51043,43.18
"Charlotte County, Virginia",51045,55.49
"Charlottesville City, Virginia",51047,43.31
"Chesapeake City, Virginia",51049,56.21
"Chesterfield County, Virginia",51051,49.67
"Clarke County, Virginia",51053,59.33
"Colonial Heights City, Virginia",51057,60.13
"Covington City, Virginia",51059,84.35
"Craig County, Virginia",51061,56
"Culpeper County, Virginia",51063,53.28
"Cumberland County, Virginia",51065,49.38
